count	msgid	msgstr	modules
1	The Id Miti must be unique!	ID Miti phải là duy nhất!	g10_miti_synchronization
1	The Pressing supply quantity exceeds the Sewing inspection pass qty for production order %s	Số lượng Phát hàng Là vượt quá số lượng kiểm hóa đạt May cho lệnh SX %s	g10_shirt_production
1	The Production Line must be unique per date!	Mỗi Chuyền/Tổ chỉ được phép tạo một lần trong ngày!	g10_production
1	The STT must be unique for each document.	STT phải là duy nhất trong một phiếu.	g10_veston_production
1	The accumulated exported quantity (%s) must not exceed the required quantity (%s) for group %s (Sub POs: %s).	Số lượng lũy kế đã xuất (%s) không được vượt quá số lượng yêu cầu (%s) của nhóm %s (Sub PO: %s).	g10_veston_production
1	The accumulated exported quantity (%s) must not exceed the required quantity (%s) for group %s.	Số lượng lũy kế đã xuất (%s) không được vượt quá số lượng yêu cầu (%s) của nhóm %s.	g10_veston_production
1	The accumulated imported quantity (%s) must not exceed the required quantity (%s) for group %s (Sub POs: %s).	Số lượng lũy kế đã nhập (%s) không được vượt quá số lượng yêu cầu (%s) của nhóm %s (Sub PO: %s).	g10_veston_production
1	The accumulated imported quantity (%s) must not exceed the required quantity (%s) for group %s.	Số lượng lũy kế đã nhập (%s) không được vượt quá số lượng yêu cầu (%s) của nhóm %s.	g10_veston_production
1	The accumulated pressing production final quantity (%s) must not exceed the total quantity (%s) for color %s.	Số lượng lũy kế nhập hoàn thiện Là (%s) không được vượt quá tổng số lượng (%s) của Màu %s.	g10_veston_production
1	The allocation quantity for each color and size must be matched with the production line total quantity!	Số lượng hạch toán cho Màu và Vóc/Cỡ phải bằng với tổng số lượng của chi tiết lệnh SX tương ứng!	g10_veston_production
1	The allocation quantity for sample cannot exceed the total qty of production line!	Số lượng hạch toán mẫu không được vượt quá số lượng của chi tiết lệnh SX!	g10_veston_production
1	The body-change record %s is already confirmed and cannot be updated!	Phiếu thay thân %s đã được xác nhận và không thể cập nhật!	g10_veston_production
1	The brand name must be unique per partner!	Tên Brand phải là duy nhất cho mỗi Khách hàng!	g10_master
1	The bundle %s already exists in multiple sewing supply lines.	Bọn %s đã tồn tại trong nhiều phiếu cấp chuyền May.	g10_shirt_production
1	The bundle %s is returned more than the total supplied.	Bọn %s được trả nhiều hơn tổng số lần đã cấp.	g10_shirt_production
1	The bundle number must be unique for each document.	STT phải là duy nhất trong mỗi đầu phiếu.	g10_veston_production
1	The color, res production line, res production cluster must be unique per Pressing supply return!	Chi tiết lệnh SX, Chuyền/Tổ SX, Cụm SX phải là duy nhất trong một phiếu Cấp trả Là!	g10_shirt_production
1	The combination of Inspector, Production shift and Date must be unique!	Tổ hợp Người kiểm hóa, Ca SX và Ngày phải là duy nhất!	g10_production
1	The combination of Production Order, Color, Size must be unique for each production line group.	Tổ hợp Lệnh Sx, Màu, Cỡ/Võ phải là duy nhất trong chi tiết lệnh sản xuất.	g10_production
1	The combination of Production Order, Color, Size, and Sub PO must be unique for each production line.	Tổ hợp Lệnh SX, Màu, Cỡ/vóc và Sub PO phải là duy nhất cho chi tiết lệnh SX.	g10_production
1	The combination of size, color, and Sub POs must be unique per production order for non-sample allocations!	Tổ hợp Cỡ/Vóc, Màu và Sub POs là duy nhất trong một lệnh SX!	g10_veston_production
1	The defect area name must be unique per company!	Khu vực lỗi phải là duy nhất theo mỗi công ty!	g10_master
1	The defect category code must be unique per company!	Tên Nhóm mã lỗi phải là duy nhất!	g10_master
1	The defect code must be unique per company!	Mã lỗi phải là duy nhất!	g10_master
1	The defect name must be unique per company!	Tên lỗi phải là duy nhất!	g10_master
1	The entered quantity (%s) exceeds the available quantity in the package (%s).	Số lượng nhập vào (%s) vượt quá số lượng tồn trong kiện hàng (%s).	g10_stock
1	The exported quantity for color '%s' (%s) exceeds the quantity supplied to sewing (%s).	Số lượng xuất cho màu '%s' (%s) vượt quá số lượng đã cấp may (%s).	g10_hybrid_production
1	The exported quantity of pressing supply cannot exceed the imported quantity of sewing supply return!	Số lượng đã Xuất của Cấp Là không được vượt quá số lượng đã Nhập của Cấp trả Là!	g10_shirt_production
1	The exported quantity of pressing supply cannot exceed the imported quantity of sewing supply!	Số lượng đã Xuất của Cấp Là không được vượt quá số lượng đã Nhập của Cấp May!	g10_shirt_production
1	The exported quantity of pressing supply cannot exceed the inspected quantity of sewing production quality for production order %s, color %s.	Số lượng xuất của Cấp Là không được vượt quá số lượng đã kiểm KCS May cho lệnh SX %s, màu %s.	g10_shirt_production
1	The exported quantity of pressing supply for returned supply cannot exceed the accumulated sewing inspection return for production order %s.	Số lượng đã Xuất của Cấp Là với các phiếu là Cấp hàng đã sửa Là không được vượt quả số lượng Đã kiểm trả May cho lệnh SX %s.	g10_shirt_production
1	The following bundle numbers are already included in other return documents and not imported yet: %s	Các STT sau đã có trong một số phiếu trả May khác và chưa được nhập: %s	g10_veston_production
1	The following groups do not belong to the selected Sub POs: %s. Please remove these lines before exporting.	Các dòng chi tiết sau không thuộc về các Sub PO đã chọn: %s. Vui lòng xóa các dòng này trước khi xuất.	g10_veston_production
1	The import template does not contain any data rows.	Mẫu nhập không chứa dòng dữ liệu nào.	g10_one_off_production
1	The import template must contain at least %s columns.	Mẫu nhập phải có ít nhất %s cột.	g10_one_off_production
1	The latest shift of the day	Ca cuối cùng trong ngày	g10_master
1	The marker sample quantity must be equal to the total quantity of sizes detail for fabric type %s in marker frame line %s!	Số lượng mẫu giác phải bằng với tổng số lượng chi tiết cỡ cho loại vải %s trong dòng chi tiết KGSĐ %s!	g10_veston_production
1	The marker sample quantity must be equal to the total quantity of sizes detail in marker frame lines: %s	Số lượng mẫu giác phải bằng với tổng số lượng phối kiện theo Cỡ/Vóc trong chi tiết KGSĐ: %s	g10_veston_production
1	The material color must be unique per frame marker detail!	Màu NPL phải là duy nhất cho mỗi chi tiết KGSĐ!	g10_veston_production
1	The ply qty of sequence number must be greater than zero!	Số lượng lá của số thứ tự phải lớn hơn 0!	g10_veston_production
1	The production cluster of sewing supply must match the production cluster of garment parts in selected bundle details!	Cụm SX trong phiếu cấp May và trong chi tiết Áo/Quần phải giống nhau!	g10_veston_production
1	The production line group must belong to the same production order as the inspection.	Nhóm chi tiết lệnh SX phải thuộc cùng lệnh sản xuất với phiếu kiểm.	g10_veston_production
1	The production line must belong to the same production order!	Dòng lệnh SX phải thuộc về lệnh SX tương ứng!	g10_production
1	The quantity must be greater than 0!	Số lượng phải lớn hơn 0!	g10_shirt_production
1	The quantity must be greater than 0.	Số lượng phải lớn hơn 0.	g10_production
1	The quantity must be greater than zero!	Số lượng phải lớn hơn 0!	g10_shirt_production
1	The quantity must be greater than zero.	Số lượng phải lớn hơn 0.	g10_veston_production
1	The quantity must be positive!	Số lượng phải > 0!	g10_shirt_production
1	The quantity of pressing supply return must be less than or equal to the quantity of pressing supply!	Số lượng Cấp trả Là phải nhỏ hơn hoặc bằng số lượng đã Cấp chuyền Là!	g10_shirt_production
1	The quantity to be checked must not exceed the pass quantity!	Số lượng kiểm không được vượt quá Số lượng lũy kế đạt!	g10_production
1	The receive quantity for '%s' (%s) exceeds the washing supply quantity (%s).	Số lượng nhập về may cho '%s' (%s) vượt quá số lượng đã cấp giặt (%s).	g10_hybrid_production
1	The receive quantity for color '%s' (%s) exceeds the washing supply quantity (%s).	Số lượng nhập về may cho màu '%s' (%s) vượt quá số lượng đã cấp giặt (%s).	g10_hybrid_production
1	The return quantity for color %s exceeds the available supply quantity.	Số lượng trả cho Màu %s vượt quá số lượng đã cấp Là.	g10_veston_production
1	The same color cannot be added multiple times in the same pressing production final.	Mỗi màu chỉ được chọn một lần trong phiếu nhập hoàn thiện Là.	g10_veston_production
1	The same one-off detail cannot be selected more than once in the same sewing supply!	Không thể chọn cùng một chi tiết đơn chiếc nhiều hơn một lần trong cùng một phiếu cấp may!	g10_one_off_production
1	The same one-off production detail cannot be linked twice to the same inspection!	Không thể liên kết cùng một chi tiết sản xuất đơn chiếc hai lần trong cùng một phiếu kiểm!	g10_one_off_production
1	The same production line cannot be added multiple times in the same pressing production final.	Một dòng chi tiết lệnh SX không thể được thêm nhiều lần trong một phiếu Nhập hoàn thiện Là.	g10_production
1	"The selected bundle must be in the ""Confirm"" state."	Các Bọn được chọn phải ở trạng thái 'Xác nhận'.	g10_shirt_production
1	The selected color %s is not belong to the product %s in marker frame line %s!	Màu %s không thuộc về sản phẩm %s trong chi tiết khung giác sơ đồ %s!	g10_veston_production
1	The selected color does not belong to the specified production order' product.	Màu đã chọn không thuộc về sản phẩm của lệnh SX tương ứng.	g10_shirt_production
1	The selected defect area is not available for this one-off recheck cluster.	Khu vực lỗi được chọn không khả dụng cho cụm recheck đơn chiếc này.	g10_one_off_production
1	The selected defect area is not belong to the Style!	Khu vực kiểm hóa đã chọn không thuộc về khu vực kiểm hóa được cấu hình trong Style!	g10_production
1	The selected detail does not belong to the selected company.	Chi tiết đã chọn không thuộc công ty đã chọn.	g10_one_off_production
1	The selected detail does not belong to the selected production order.	Chi tiết được chọn không thuộc lệnh sản xuất đã chọn.	g10_one_off_production
1	The selected detail does not match the selected component category.	Chi tiết được chọn không khớp với nhóm thành phần đã chọn.	g10_one_off_production
1	The selected operation line does not belong to the selected production order!	Mã công đoạn được chọn không thuộc lệnh sản xuất đã chọn!	g10_one_off_production
1	The selected product was not supplied to your production line.	Sản phẩm đã chọn không được cấp cho Chuyền/Tổ của bạn.	g10_veston_production
1	The selected production cluster does not belong to the current production line.	Cụm SX phải thuộc về Chuyền/Tổ SX tương ứng.	g10_shirt_production
1	The selected production line does not belong to the specified production order.	Dòng lệnh SX đã chọn không thuộc về lệnh SX tương ứng.	g10_shirt_production
1	The selected production order %s is not belong to the product %s in marker frame %s!	Lệnh sản xuất %s không thuộc về sản phẩm %s trong khung giác sơ đồ %s!	g10_veston_production
1	The selected production order was not supplied to your production line.	Lệnh sản xuất đã chọn không được cấp cho Chuyền/Tổ của bạn.	g10_veston_production
1	The selected production type is not allowed for this production.	Loại hình SX đã chọn không phù hợp với lệnh SX này.	g10_production
1	The selected sheet does not contain import data.	Sheet được chọn không chứa dữ liệu nhập.	g10_one_off_production
1	The selected size %s is not belong to the product %s!	Cỡ %s không thuộc về sản phẩm %s!	g10_veston_production
1	The selected size %s is not belong to the production or merged productions!	Không tìm thấy cỡ %s trong lệnh SX hoặc lệnh gộp!	g10_veston_production
1	The sewing quality check quantity for production %s and color %s exceeds the sewing supplied quantity.	Số lượng kiểm KCS May cho lệnh SX %s , màu %s vượt quá số lượng đã cấp May.	g10_shirt_production
1	The stage category sequence must be unique!	Trình tự nhóm công đoạn phải là duy nhất!	g10_master
1	The sum of pass and fail quantity must be equal to the total quantity.	Tổng cột số lượng Đạt và Không đạt không được vượt quá cột Số lượng.	g10_production
1	The supply quantity for color %s exceeds the returned quantity.	Số lượng cấp cho Màu %s vượt quá số lượng đã trả.	g10_veston_production
1	The total allocated quantity for fabric %s and figure (%s) does not match the total quantity of the production lines with the corresponding figure!	Tổng số lượng phân bổ cho vải %s và vóc (%s) không khớp với tổng số lượng các dòng sản xuất có vóc tương ứng!	g10_veston_production
1	The total allocated quantity for fabric %s and sizes (%s) does not match the total quantity of the production lines with the corresponding sizes!	Tổng số lượng hạch toán cho loại vải %s và vóc/cỡ (%s) không khớp với tổng số số lượng của các chi tiết lệnh SX có vóc/cỡ tương ứng!	g10_veston_production
1	The total allocated quantity for fabric %s does not match the total quantity of the production lines with the corresponding sizes!	Tổng số lượng hạch toán cho loại vải %s không khớp với tổng số lượng của các chi tiết lệnh SX với Cỡ/Vóc tương ứng!	g10_veston_production
1	The total allocation quantity (%s) for fabric '%s' exceeds the production order quantity (%s)!	Tổng số lượng hạch toán (%s) cho loại vải '%s' vượt quá số lượng của Lệnh SX  (%s)!	g10_veston_production
1	The total confirmed export quantity (%s) must not exceed the imported quantity (%s) for production order %s.	Tổng số lượng xuất (%s) không được vượt quá tổng số lượng nhập (%s) cho lệnh SX %s.	g10_veston_production
1	The total number of qualified items is	Tổng số lượng đạt đang nhỏ hơn	g10_production
1	The total passed qty of the sewing inspection for this production order & production cluster.	Tổng số lượng Đạt trong phiếu kiểm May cho lệnh SX và cụm SX này.	g10_veston_production
1	The total quantity of child bundles must not exceed the quantity of the parent bundle!	Tổng số lượng của các Bọn con không được lớn hơn số lượng của Bọn cha!	g10_shirt_production
1	The total quantity of production line must be greater than zero!	Tổng số lượng của chi tiết lệnh SX phải lớn hơn 0!	g10_shirt_production
1	The total selected detail quantity must match the supply quantity.	Tổng số lượng chi tiết được chọn phải khớp với số lượng cấp.	g10_one_off_production
1	There are overlapping start number: %s and end number: %s  for allocation type '%s'!	Chồng chéo số bắt đầu: %s và số kết thúc: %s trong Hạch toán cho '%s'!	g10_veston_production
1	There is already a Cutting Inspection Post Pressing Detail for the same production order with the same inspection date!	Đã tồn tại một phiếu Kiểm ép sau cắt chi tiết cho lệnh SX này với cùng ngày kiểm hóa!	g10_veston_production
1	There is already a main fabric cutting table allocation in draft state for this production order!	Đã tồn tại một phiếu HTBC Vải chính ở trạng thái Nháp cho Lệnh sản xuất này!	g10_veston_production
1	There is an existing one-off pressing recheck for this inspection detail!	Đã tồn tại phiếu recheck là đơn chiếc cho chi tiết kiểm này!	g10_one_off_production
1	There is an existing one-off sewing recheck for this inspection detail!	Đã tồn tại phiếu recheck may đơn chiếc cho chi tiết kiểm này!	g10_one_off_production
1	There is an existing sewing recheck for this bundle number!	Đã tồn tại một phiếu Recheck May cho STT này!	g10_veston_production
1	There is no information for allocation priority!	Không có thông tin cho thứ tự ưu tiên hạch toán!	g10_veston_production
1	There is no previous allocation for some production lines, cannot fulfill start/end number with gap!	Không thể tính toán số bắt đầu/kết thúc giảm lệnh vì không có thông tin hạch toán của lần gần nhất trước đó!	g10_veston_production
1	There is no scrap quantity to transfer.	Không có số lượng cần điều chuyển.	g10_shirt_production
1	This field is used to specify the actual bundle that will be supplied.	Trường này dùng để chỉ định Bọn thực tế sẽ được cấp.	g10_shirt_production
1	This line has already been confirmed!	Dòng chi tiết này đã được xác nhận!	g10_veston_production
1	This note is only for internal purposes.	Ghi chú nội bộ.	g10_master
1	This package is not a split package (no parent found).	Kiện hàng này không phải là kiện đã tách (không tìm thấy kiện cha).	g10_stock
1	This picking has no fabric rolls to assign a color reflection.	Phiếu này không có cuộn vải nào để gán ánh màu.	g10_stock
1	To Date	Tới ngày	g10_report
1	To use API Token authentication, enter the server URL, access token, and channel ID.	Để sử dụng xác thực API Token, hãy nhập URL máy chủ, access token và ID kênh.	g10_mattermost_integration
1	Total Allocation Qty	Số lượng hạch toán	g10_shirt_production
1	Total Exported	Tổng số lượng xuất	g10_veston_production
1	Total Fabric Roll	Tổng số kiện	g10_stock
1	Total Import	Tổng số lượng nhập	g10_veston_production
1	Total Import Quantity	Tổng số lượng nhập	g10_veston_production
1	Total Imported	Tổng số lượng nhập	g10_veston_production
1	Total Imported Quantity	Tổng luỹ kế nhập	g10_veston_production
1	Total Packages	Tổng số kiện	g10_stock
1	Total Quantity (Y)	Tổng số lượng (Y)	g10_stock
1	Total Quantity (m)	Tổng số lượng (m)	g10_stock
1	Total Quantity by Etyket	Tổng số lượng theo Etyket	g10_stock
1	Total Required	Tổng SL yêu cầu	g10_veston_production
1	Total Rolls	Tổng số kiện	g10_stock
1	Total Rolls / Style Code / Customer	Tổng số kiện / Mã hàng / Khách hàng	g10_stock
1	"Total consumed (%(consumed)s) for fabric type ""%(type)s"" exceeds quota (%(quota)s)!"	"Tổng tiêu hao (%(consumed)s) của loại vải ""%(type)s"" vượt quá định mức (%(quota)s)!"	g10_one_off_production
1	Total defect quantity must not be greater than the bundle quantity!	Tổng số lượng lỗi không được lớn hơn số lượng của Bọn!	g10_shirt_production
1	Total exported and imported quantity of sewing supplies for this production order.	Tổng số lượng Xuất và Nhập trên các phiếu cấp chuyền May của lệnh SX này.	g10_shirt_production
1	Total imported quantity of pressing supplies for returned product of this production order.	Tổng số lượng đã Nhập của các phiếu cấp hàng trả Là cho lệnh SX này.	g10_shirt_production
1	Total imported quantity of pressing supplies of this production order.	Tổng số lượng cấp Là của lệnh sản xuất này.	g10_shirt_production
1	Total imported quantity of sewing supplies for this production order.	Tổng số lượng đã Nhập trong các phiếu cấp May theo lệnh SX này.	g10_shirt_production
1	Tracking	Theo dõi	g10_hybrid_production
1	Transfer Finished Goods Destroy	Chuyển hàng thành phẩm về hủy	g10_stock
1	Trả hàng May	Trả hàng May	g10_shirt_production
1	Trả hàng May Veston	Trả hàng May về Cắt Veston	g10_veston_production
1	Unit From	ĐV xuất	g10_stock
1	Unit To	ĐV nhận	g10_stock
1	Units	Đơn vị	g10_master
1	Units of Measure Categories	Nhóm đơn vị tính	g10_master
1	Unmatched	Không khớp	g10_veston_production
1	Unpack Record	Phiếu mở kiện	g10_stock
1	Unsupported operator for production line search: %s	Toán tử không được hỗ trợ khi tìm kiếm Chuyền/Tổ SX: %s	g10_master
1	Unsupported operator for production type search: %s	Không hỗ trợ toán tử khi tìm kiếm loại hình SX: %s	g10_production
1	Unwashed fabric shrinkage	Độ co vải không giặt	g10_stock
1	Uom Uom (Material)	Đơn vị tính (NPL)	g10_miti_synchronization
1	Update Package	Cập nhật thông tin NPL	g10_stock
1	Update Product Count	Cập nhật SL sản phẩm trong dòng khung giác	g10_hybrid_production
1	Update Product Count for Marker Frame Line	Cập nhật số lượng sản phẩm cho dòng khung giác	g10_hybrid_production
1	Use Rich Attachment	Sử dụng tệp đính kèm mở rộng	g10_mattermost_integration
1	Used for special import purposes	Sử dụng cho mục đích import	g10_veston_production
1	Users	Người thực hiện	g10_stock
1	Utility Sortable State	Sắp xếp state theo trọng số	g10_production
1	Validate data	Xác nhận	g10_veston_production
1	Value of the last barcode scanned.	Giá trị của mã vạch cuối cùng được quét.	g10_stock
1	Vendor Code	Mã Nhà cung cấp	g10_master
1	Vendor Invoice	Số hóa đơn	g10_stock
1	Vendor Name	Tên Nhà cung cấp	g10_master
1	Vendors	Nhà cung cấp	g10_master
1	Verify document	Kiểm tra tài liệu	g10_production
1	Veston Lining 2B	Vải lót veston 2B	g10_one_off_production
1	Veston Lining 2B Code	Mã lót veston 2B	g10_one_off_production
1	Veston Lining 2B Length	Định mức lót veston 2B	g10_one_off_production
1	Veston Production	Sản xuất Veston	g10_veston_production
1	View Fabric Rolls	Xem cuộn vải	g10_stock
1	Vui lòng thêm chi tiết trước khi gửi duyệt.	Vui lòng thêm chi tiết trước khi gửi duyệt.	g10_shirt_production
1	Waiting	Chờ duyệt	g10_production
1	Warehouse Card	Thẻ kho	g10_stock
1	Warehouse From	Kho xuất	g10_stock
1	Warehouse To	Kho nhận	g10_stock
1	Washing Receive	Phiếu nhập giặt	g10_hybrid_production
1	Washing Receive Hybrid Line	Chi tiết Phiếu Nhập Hàng Từ Giặt Về May	g10_hybrid_production
1	Washing Receive Lines	Chi tiết	g10_hybrid_production
1	Washing Receives	Nhập Hàng Từ Giặt Về May	g10_hybrid_production
1	Washing Stage	Công đoạn Giặt	g10_hybrid_production
1	Washing Supplies	Nhập Hàng Giặt	g10_hybrid_production
1	Washing Supply	Phiếu nhập giặt	g10_hybrid_production
1	Washing Supply Hybrid Line	Chi tiết Phiếu Nhập Hàng Giặt	g10_hybrid_production
1	Washing Supply Lines	Chi tiết	g10_hybrid_production
1	Webhook	Webhook	g10_mattermost_integration
1	Webhook Url	URL webhook	g10_mattermost_integration
1	When a recheck form is completed, the inspection detail that match the inspector, the inspection time and the color will be saved in this field.	Khi một phiếu Recheck hoàn thành, Chi tiết kiểm hóa khớp với thông tin người kiểm, thời gian kiểm và Cỡ/Vóc sẽ được cập nhật vào trường này.	g10_veston_production
1	When a recheck form is completed, the inspection line that match the inspector and the inspection time will be saved in this field.	Khi phiếu Recheck hoàn thành, line kiểm hóa khớp với người kiểm và ca kiểm hóa sẽ được lưu vào trường này.	g10_veston_production
1	Width	Khổ	g10_shirt_production
1	Wizard Convert Marker Frame Template	Convert Marker Frame Template	g10_veston_production
1	Wizard to Split Package	Tách cuộn vải	g10_stock
1	Women	Nữ	g10_master
1	Yard (Y)	Y	g10_stock
1	Yes	Có	g10_hybrid_production
1	You are not allowed to change 'Sewing Inspection Before Washing' on this sewing supply.	Bạn không được phép thay đổi 'Kiểm hóa may trước giặt' trên phiếu cấp may này.	g10_hybrid_production
1	You are not allowed to change BTP Cutting Inspection state manually!	Bạn không được phép thay đổi thủ công trạng thái Kiểm tra BTP Cắt!	g10_veston_production
1	You are not allowed to change Cutting Inspection Post Pressing Detail state manually!	Bạn không được phép thay đổi thủ công trạng thái Chi tiết kiểm tra Cắt sau Là!	g10_veston_production
1	You are not allowed to change Inspection' state manually!	Không được phép thay đổi trạng thái phiếu kiểm hóa trực tiếp!	g10_production
1	You are not allowed to change Pressing production final' state manually!	Bạn không được phép thay đổi trạng thái của phiếu nhập hoàn thiện Là trực tiếp!	g10_production
1	You are not allowed to change Pressing supply return' state manually!	Không được phép thay đổi trực tiếp trạng thái phiếu cấp trả Là!	g10_shirt_production
1	You are not allowed to change Sewing supply return' state manually!	Không được thay đổi trạng thái phiếu cấp trả May trực tiếp!	g10_shirt_production
1	You are not allowed to change Sewing supply' state manually!	Bạn không được phép đổi trạng thái cấp may thủ công!	g10_shirt_production
1	You are not allowed to change Sewing supply's state manually!	Không được phép thay đổi trạng thái phiếu cấp May thủ công!	g10_veston_production
1	You are not allowed to change import document state manually!	Bạn không được phép thay đổi trạng thái phiếu nhập kho thủ công!	g10_veston_production
1	You are not allowed to change one-off inspection detail state or line manually!	Bạn không được phép thay đổi thủ công trạng thái hoặc dòng của chi tiết kiểm đơn chiếc!	g10_one_off_production
1	You are not allowed to change one-off inspection state manually!	Bạn không được phép thay đổi thủ công trạng thái kiểm đơn chiếc!	g10_one_off_production
1	You are not allowed to change one-off pressing inspection state manually!	Bạn không được phép thay đổi thủ công trạng thái kiểm là đơn chiếc!	g10_one_off_production
1	You are not allowed to change one-off pressing recheck completion fields manually!	Bạn không được phép thay đổi thủ công các trường hoàn thành của recheck là đơn chiếc!	g10_one_off_production
1	You are not allowed to change one-off pressing supply state manually!	Bạn không được phép thay đổi thủ công trạng thái phiếu cấp là đơn chiếc!	g10_one_off_production
1	You are not allowed to change one-off production order state manually!	Bạn không được phép thay đổi trạng thái Lệnh sản xuất đơn chiếc thủ công!	g10_one_off_production
1	You are not allowed to change one-off recheck completion fields manually!	Bạn không được phép thay đổi thủ công các trường hoàn thành của recheck đơn chiếc!	g10_one_off_production
1	You are not allowed to change one-off sewing supply state manually!	Bạn không được phép thay đổi thủ công trạng thái cấp may đơn chiếc!	g10_one_off_production
1	You are not allowed to change one-off stock import state manually!	Bạn không được phép thay đổi thủ công trạng thái phiếu nhập kho đơn chiếc!	g10_one_off_production
1	You are not allowed to change state manually!	Bạn không được phép thay đổi trạng thái thủ công!	g10_veston_production
1	You are not allowed to change the pressing return veston state manually!	Không được phép thay đổi trực tiếp trạng thái của phiếu cấp trả Là!	g10_veston_production
1	You are not allowed to change the sewing return veston state manually!	Không được phép  trực tiếp thay đổi trạng thái của phiếu trả May!	g10_veston_production
1	You are not allowed to change the state manually!	Không được phép thay đổi trạng thái phiếu trực tiếp!	g10_veston_production
1	You are not allowed to copy this record!	Bạn không được phép sao chép bản ghi này!	g10_veston_production
1	You are not allowed to create a finished product inspection manually!	Không được phép tạo thủ công phiếu Kiểm hóa kho thành phẩm!	g10_veston_production
1	You are not allowed to create a one-off inspection outside the draft state.	Bạn không được phép tạo kiểm đơn chiếc ngoài trạng thái nháp.	g10_one_off_production
1	You are not allowed to create a one-off pressing inspection outside the draft state.	Bạn không được phép tạo kiểm là đơn chiếc ngoài trạng thái nháp.	g10_one_off_production
1	You are not allowed to create a one-off pressing recheck outside the in progress state.	Bạn không được phép tạo recheck là đơn chiếc ngoài trạng thái đang thực hiện.	g10_one_off_production
1	You are not allowed to create a one-off recheck outside the in progress state.	Bạn không được phép tạo recheck đơn chiếc ngoài trạng thái đang thực hiện.	g10_one_off_production
1	You are not allowed to create finished product inspection lines manually!	Không được phép tạo thủ công chi tiết Kiểm hóa kho thành phẩm!	g10_veston_production
1	You are not allowed to duplicate sewing return veston!	Không được phép nhân bản phiếu trả May!	g10_veston_production
1	You are not allowed to duplicate this record!	Bạn không được phép nhân bản bản ghi này!	g10_veston_production
1	You are not allowed to edit a finished product inspection manually!	Không được phép chỉnh sửa trực tiếp phiếu kiểm kho!	g10_veston_production
1	You are not allowed to edit finished product inspection lines manually!	Không được phép chỉnh sửa trực tiếp chi tiết phiếu kiểm kho!	g10_veston_production
1	You are not allowed to preset one-off pressing recheck completion fields manually.	Bạn không được phép đặt trước thủ công các trường hoàn thành của recheck là đơn chiếc.	g10_one_off_production
1	You are not allowed to preset one-off recheck completion fields manually.	Bạn không được phép đặt trước thủ công các trường hoàn thành của recheck đơn chiếc.	g10_one_off_production
1	You can delete a cutting table allocation veston frame only if it is in draft or cancelled state!	Chỉ được phép xóa Chi tiết hạch toán bàn cắt Veston theo KGSĐ ở trạng thái Nháp hoặc Hủy!	g10_veston_production
1	You can delete a cutting table allocation veston line only if it is in draft or cancelled state!	Chỉ được phép xóa Chi tiết hạch toán bàn cắt Veston ở trạng thái Nháp hoặc Hủy!	g10_veston_production
1	You can delete a cutting table allocation veston only if it is in draft state!	Chỉ được phép xóa Hạch toán bàn cắt Veston ở trạng thái Nháp!	g10_veston_production
1	You can delete a cutting table allocation veston priority only if it is in draft or cancelled state!	Chỉ được phép xóa Thứ tự hạch toán bàn cắt Veston ở trạng thái Nháp hoặc Hủy!	g10_veston_production
1	You can delete a cutting table allocation veston sequence number only if it is in draft or cancelled state!	Chỉ được phép xóa Chi tiết STT cho HTBC Veston ở trạng thái Nháp hoặc Hủy!	g10_veston_production
1	You can fulfill start and end qty only if the cutting table allocation is in draft state!	Chỉ được phép tính toán Số bắt đầu/kết thúc khi phiếu HTBC ở trạng thái Nháp!	g10_veston_production
1	You can generate lines only if the cutting table allocation is in draft state!	Chỉ được phép lấy dữ liệu khi phiếu HTBC ở trạng thái Nháp!	g10_veston_production
1	You can load data only if the cutting table allocation is in draft state!	Chỉ được phép nhấn Lấy dữ liệu khi phiếu HTBC ở trạng thái Nháp!	g10_veston_production
1	You can only add one-off pressing supply lines while the parent supply is in draft or exported state!	Bạn chỉ có thể thêm dòng cấp là đơn chiếc khi phiếu cấp cha ở trạng thái nháp hoặc đã xuất!	g10_one_off_production
1	You can only add one-off sewing supply lines while the parent supply is in exported state!	Bạn chỉ có thể thêm dòng cấp may đơn chiếc khi phiếu cấp cha ở trạng thái đã xuất!	g10_one_off_production
1	You can only add one-off stock import lines while the parent import is in draft state!	Bạn chỉ có thể thêm dòng nhập kho đơn chiếc khi phiếu nhập cha ở trạng thái nháp!	g10_one_off_production
1	You can only add packages in Draft status!	Chỉ có thể thêm cuộn vải khi phiếu ở trạng thái Nháp!	g10_veston_production
1	You can only cancel documents with today inspection date!	Bạn chỉ có thể hủy các phiếu có ngày kiểm là ngày hôm nay!	g10_veston_production
1	You can only cancel exported one-off stock imports!	Bạn chỉ có thể hủy phiếu nhập kho đơn chiếc đã xuất!	g10_one_off_production
1	You can only confirm a Cutting Inspection Post Pressing if all lines are checked as pass!	Chỉ được phép Xác nhận phiếu Kiểm ép sau cắt khi tất cả các dòng chi tiết được đánh dấu Đạt!	g10_veston_production
1	You can only confirm a sewing productivity that is in the Draft state.	Chỉ được phép xác nhận phiếu ghi nhận năng suất ở trạng thái Nháp.	g10_shirt_production
1	You can only confirm inspection line that marked as pass!	Bạn chỉ có thể xác nhận dòng kiểm tra được đánh dấu đạt!	g10_veston_production
1	You can only confirm lines in draft documents!	Bạn chỉ có thể xác nhận các dòng trong chứng từ nháp!	g10_veston_production
